Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Carlson C 825 Nickel-Iron-Chromium Alloy,"{'metric_value': '8.14', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '195', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': ''}",,,,"[{'value': '14.0 µm/m-°C', 'start_temp': '26.7 °C', 'end_temp': '93.3 °C'}]","[['Aluminum, Al', '<= 0.20 %', '<= 0.20 %', ''], ['Carbon, C', '<= 0.050 %', '<= 0.050 %', ''], ['Chromium, Cr', '19.5 - 23.5 %', '19.5 - 23.5 %', ''], ['Copper, Cu', '1.5 - 3.0 %', '1.5 - 3.0 %', ''], ['Iron, Fe', '>= 22 %', '>= 22 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '2.5 - 3.5 %', '2.5 - 3.5 %', ''], ['Nickel, Ni', '38 - 46 %', '38 - 46 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.030 %', '<= 0.030 %', ''], ['Titanium, Ti', '0.60 - 1.2 %', '0.60 - 1.2 %', '']]"
Ametek High Purity Nickel Strip 899A 3/4 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '44', 'metric_unit': '8', 'comment': ''}","{'metric_value': '48', 'metric_unit': '3', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow Nickel 70/Titanium 30 Alloy,,,,,,,,"[['Nickel, Ni', '70 %', '70 %', ''], ['Titanium, Ti', '30 %', '30 %', '']]"
"Haynes 625 alloy, plate after 4000 hours at 650°C (1200°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '815', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1130', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
ATI Allegheny Ludlum Moly Permalloy Electrical Alloy,"{'metric_value': '8.25', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '338', 'metric_unit': 'MPa', 'comment': 'Typical; Annealed'}","{'metric_value': '682', 'metric_unit': 'MPa', 'comment': 'Typical Annealed'}",,,,"[['Aluminum, Al', '<= 0.010 %', '<= 0.010 %', ''], ['Carbon, C', '0.015 %', '0.015 %', ''], ['Chromium, Cr', '<= 0.020 %', '<= 0.020 %', ''], ['Cobalt, Co', '<= 0.020 %', '<= 0.020 %', ''], ['Iron, Fe', '14 %', '14 %', 'as balance'], ['Manganese, Mn', '0.50 %', '0.50 %', ''], ['Molybdenum, Mo', '4.85 %', '4.85 %', ''], ['Nickel, Ni', '80.2 %', '80.2 %', ''], ['Phosphorus, P', '<= 0.0050 %', '<= 0.0050 %', ''], ['Silicon, Si', '0.30 %', '0.30 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
"Haynes 625 alloy, 10% cold reduction, 1175°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '360', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '840', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Johnson Matthey Nickelbraze™ HTN3 Nickel Based Brazing Filler Metal,,,,,,,,"[['Boron, B', '3.1 %', '3.1 %', ''], ['Iron, Fe', '0.50 %', '0.50 %', ''], ['Nickel, Ni', '91.9 %', '91.9 %', ''], ['Silicon, Si', '4.5 %', '4.5 %', '']]"
"Haynes R-41 alloy, sheet 0.762-2.54 mm exclusive, 30 minutes at 1066°C, air cooled, aged 16 hours at 760°C (1400°F)","{'metric_value': '8.25', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '150', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '819', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1014', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.452', 'metric_unit': 'J/g-°C@Temperature 27.0 °C', 'comment': ''}","[{'value': '13.5 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '538 °C'}]","[['Aluminum, Al', '1.4 - 1.6 %', '1.4 - 1.6 %', ''], ['Boron, B', '0.0030 - 0.010 %', '0.0030 - 0.010 %', ''], ['Carbon, C', '0.050 - 0.12 %', '0.050 - 0.12 %', ''], ['Chromium, Cr', '18 - 20 %', '18 - 20 %', ''], ['Cobalt, Co', '10 - 12 %', '10 - 12 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '53 %', '53 %', 'As Remainder'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '3.0 - 3.3 %', '3.0 - 3.3 %', '']]"
"Haynes 625 alloy, 20% cold reduction, 1120°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '460', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '930', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
EOS NickelAlloy IN718 DMSL on EOS M 300-4; 40 µm,,,"{'metric_value': '634', 'metric_unit': 'MPa', 'comment': 'Vertical, as manufactured'}",,,,,[]
Carlson 330 Austenitic Alloy,"{'metric_value': '7.97', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '197', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '207', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '17.5 µm/m-°C', 'start_temp': '21.1 °C', 'end_temp': '816 °C'}]","[['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 20 %', '17 - 20 %', ''], ['Copper, Cu', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '38.33 - 48.25 %', '38.33 - 48.25 %', ''], ['Lead, Pb', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 2.0 %', '<= 2.0 %', ''], ['Nickel, Ni', '34 - 37 %', '34 - 37 %', ''], ['Phosphorus, P', '<= 0.030 %', '<= 0.030 %', ''], ['Silicon, Si', '0.75 - 1.5 %', '0.75 - 1.5 %', ''], ['Sulfur, S', '<= 0.030 %', '<= 0.030 %', ''], ['Tin, Sn', '<= 0.025 %', '<= 0.025 %', '']]"
Ametek High Purity Nickel Strip 899M 1/4 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '17', 'metric_unit': '2', 'comment': ''}","{'metric_value': '37', 'metric_unit': '9', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow T1-Thermocouple Alloy,"{'metric_value': '8.50', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '186', 'metric_unit': 'GPa', 'comment': ''}",,,,,"[{'value': '17.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '1000 °C'}]","[['Chromium, Cr', '10 %', '10 %', ''], ['Nickel, Ni', '90 %', '90 %', '']]"
Alliance A-2 Alnico Magnetic Material,"{'metric_value': '7.10', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,[]
Sandvik Kanthal SW 200 Spray Wire,"{'metric_value': '8.30', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '950', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1030', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Iron, Fe', '<= 2.0 %', '<= 2.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '>= 74.2 %', '>= 74.2 %', ''], ['Silicon, Si', '1.0 - 1.7 %', '1.0 - 1.7 %', ''], [''], [], ['Deposition efficiency, %', '65-75', ''], ['Oxides, %', '8-30', ''], ['Surface Roughness, microns', '5-15', '']]"
"Haynes 625 alloy, plate after 4000 hours at 760°C (1400°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '720', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1005', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Aperam Nickel 201 Resistant Alloys Nickel Alloys,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '300', 'metric_unit': 'MPa', 'comment': ''}",,,,"[{'value': '13.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '1000 °C'}]","[['Carbon, C', '<= 0.020 %', '<= 0.020 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Nickel, Ni', '>= 99 %', '>= 99 %', '']]"
"Materion Beryllium Nickel Strip - Alloy 360 MH8, Mill Hardened","{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '19', 'metric_unit': '5', 'comment': ''}","{'metric_value': '117', 'metric_unit': '2', 'comment': ''}","{'metric_value': '151', 'metric_unit': '7', 'comment': ''}","{'metric_value': '51', 'metric_unit': '7', 'comment': 'Reverse Bending (R=1)'}",,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '97.3 %', '97.3 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
Goodfellow Nickel 78/Boron 14/Silicon 8 Alloy,"{'metric_value': '8.00', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '150', 'metric_unit': 'GPa', 'comment': ''}",,,,,,"[['Boron, B', '14 %', '14 %', ''], ['Nickel, Ni', '78 %', '78 %', ''], ['Silicon, Si', '8.0 %', '8.0 %', '']]"
Ametek High Purity Nickel Strip 899A Annealed,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '10', 'metric_unit': '3', 'comment': ''}","{'metric_value': '34', 'metric_unit': '5', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
California Fine Wire Nickel A 200 Nickel Alloy,"{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '204', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '172', 'metric_unit': 'MPa', 'comment': 'Annealed'}",,,"{'metric_value': '0.456', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Nickel, Ni', '>= 99 %', '>= 99 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.0048 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.022', '']]"
"HP Alloys Alloy 718, 10% Cold Worked, Aged","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1379', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1482', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
FiberNide Nickel Foam,"{'metric_value': '0.600', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,[]
Sandvik KANTHAL 100% Nickel Resistance Strip,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '160', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '400', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.480', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '13.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Iron, Fe', '<= 0.25 %', '<= 0.25 %', ''], ['Manganese, Mn', '<= 0.30 %', '<= 0.30 %', ''], ['Nickel, Ni', '>= 99.2 %', '>= 99.2 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', '']]"
"Haynes 625 alloy, 50% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '1270', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1540', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Johnson Matthey Pallabraze™ 977 Precious Metal Brazing Filler Metal,,,,,,,,"[['Boron, B', '2.4 %', '2.4 %', ''], ['Chromium, Cr', '10.5 %', '10.5 %', ''], ['Nickel, Ni', '57.1 %', '57.1 %', ''], ['Palladium, Pd', '30 %', '30 %', '']]"
Johnson Matthey Pallabraze™ 960 Precious Metal Brazing Filler Metal,,,,,,,,"[['Boron, B', '3.0 %', '3.0 %', ''], ['Chromium, Cr', '10.5 %', '10.5 %', ''], ['Nickel, Ni', '50 %', '50 %', ''], ['Palladium, Pd', '36 %', '36 %', ''], ['Silicon, Si', '0.50 %', '0.50 %', '']]"
Sandvik Nikrothal 60 Resistance Strip,"{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '270', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '100', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '14 - 18 %', '14 - 18 %', ''], ['Iron, Fe', '>= 19.2 %', '>= 19.2 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '57 - 60 %', '57 - 60 %', ''], ['Silicon, Si', '1.0 - 1.7 %', '1.0 - 1.7 %', '']]"
"Haynes 625 alloy, 40% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '1230', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1440', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
California Fine Wire Nickel 5900 Nickel Alloy,"{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Nickel, Ni', '99.98 %', '99.98 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.0059 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.022', '']]"
"HP Alloys Alloy 718, 5% Cold Worked, Aged","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1276', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1445', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
FiberNide Nickel Aluminide Foam Atomic 10% Aluminum,"{'metric_value': '0.280', 'metric_unit': 'g/cc', 'comment': 'Ni Foam Starting Material'}",,,,,,,"[['Aluminum, Al', '5.0 %', '5.0 %', ''], ['Nickel, Ni', '95 %', '95 %', '']]"
Ametek High Purity Nickel Strip 899A Skin Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '13', 'metric_unit': '8', 'comment': ''}","{'metric_value': '35', 'metric_unit': '9', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Aperam Nickel 200 Resistant Alloys Nickel Alloys,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '300', 'metric_unit': 'MPa', 'comment': ''}",,,,"[{'value': '13.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '1000 °C'}]","[['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Nickel, Ni', '99 %', '99 %', '']]"
"Materion Beryllium Nickel Strip - Alloy 360 MH6, Mill Hardened","{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '19', 'metric_unit': '5', 'comment': ''}","{'metric_value': '103', 'metric_unit': '4', 'comment': ''}","{'metric_value': '137', 'metric_unit': '9', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '97.3 %', '97.3 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
Goodfellow Nickel 97 Cobalt 3 Alloy Powder,,,,,,,,"[['Cobalt, Co', '3 %', '3 %', ''], ['Nickel, Ni', '97 %', '97 %', '']]"
Alliance A-3 Alnico Magnetic Material,"{'metric_value': '6.90', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,[]
